Insulation,Temperature,Avg_Age,Home_Size,Predicted_Heating_Oil
8,84,50.3,8,213.0
5,59,31.1,6,179.0
6,45,38.7,4,203.0
3,51,38.9,6,194.0
9,89,21.8,7,152.0
7,72,50.7,4,208.0
7,79,62.9,5,230.0
10,85,63.5,1,224.0
9,51,30.6,1,183.0
10,49,29.3,1,185.0
2,61,41.8,4,182.0
5,85,34.6,7,168.0
7,61,63.2,3,239.0
9,57,51.6,5,232.0
3,41,18.5,4,156.0
3,83,40.2,1,155.0
5,80,36.5,2,160.0
2,43,52.6,1,210.0
8,79,27.2,7,168.0
2,55,17.9,8,152.0
4,73,66.7,8,241.0
6,89,64.3,7,227.0
3,86,26.1,3,131.0
4,52,54.9,2,217.0
7,74,48.1,6,207.0
9,44,65.0,7,275.0
9,81,36.3,5,182.0
7,85,16.6,2,123.0
9,82,43.1,5,194.0
4,73,68.1,1,223.0
4,42,23.2,1,158.0
2,57,36.3,7,184.0
9,65,71.5,6,268.0
2,51,50.1,2,201.0
4,58,60.6,2,223.0
2,39,15.9,2,143.0
9,53,70.7,3,267.0
4,88,26.7,2,131.0
9,58,46.9,8,231.0
8,83,33.7,4,168.0
9,90,17.1,6,139.0
5,49,31.7,7,191.0
3,64,62.9,8,238.0
4,90,26.3,5,138.0
4,51,52.7,8,231.0
3,58,48.6,5,205.0
6,55,17.8,1,144.0
4,56,64.0,2,231.0
3,63,32.0,3,162.0
4,45,65.3,8,261.0
6,80,33.3,4,163.0
3,88,28.3,7,146.0
3,43,66.9,4,251.0
9,64,45.5,1,202.0
8,85,19.2,7,147.0
3,90,47.3,7,182.0
3,40,45.8,3,208.0
4,54,64.9,6,247.0
4,41,16.3,2,148.0
10,52,27.0,8,199.0
10,51,45.8,7,235.0
5,75,66.0,5,232.0
3,78,42.2,8,185.0
2,88,70.0,2,211.0
4,57,41.0,4,191.0
3,76,25.3,7,150.0
8,41,43.1,4,222.0
9,77,58.6,1,217.0
4,90,20.7,8,135.0
5,68,18.6,1,131.0
5,77,55.3,5,209.0
9,41,64.2,8,279.0
7,63,17.4,1,140.0
10,58,71.8,6,278.0
9,77,41.3,8,204.0
9,69,19.9,8,168.0
7,41,29.0,7,199.0
10,55,16.9,7,174.0
7,75,70.2,3,241.0
3,69,29.7,4,155.0
9,51,68.9,8,280.0
7,52,27.6,7,187.0
8,55,18.2,4,160.0
7,70,26.7,3,159.0
6,71,45.6,8,207.0
6,42,50.0,2,222.0
4,38,43.7,8,224.0
9,53,64.2,4,257.0
5,80,58.5,7,219.0
9,49,63.8,3,257.0
10,62,41.2,7,216.0
8,75,21.2,2,144.0
3,49,32.8,5,181.0
8,79,58.1,3,217.0
4,38,36.8,7,207.0
5,41,51.6,8,241.0
5,42,15.9,8,168.0
9,38,47.1,6,241.0
6,42,61.4,2,244.0
6,76,62.9,2,220.0
8,63,68.2,1,245.0
8,70,23.3,8,170.0
2,65,28.8,7,162.0
2,66,52.0,6,205.0
10,60,37.1,3,198.0
4,67,52.4,4,205.0
10,65,58.9,5,243.0
3,87,37.0,4,155.0
3,89,56.8,5,196.0
5,66,63.4,1,222.0
9,71,19.6,8,166.0
6,86,55.7,8,215.0
8,58,44.7,1,202.0
5,58,62.3,2,230.0
4,38,44.0,1,203.0
2,56,52.4,3,205.0
10,85,54.6,7,224.0
4,87,51.7,5,191.0
7,69,31.0,8,183.0
10,77,36.1,5,188.0
8,40,53.0,3,239.0
4,51,40.9,5,199.0
10,45,71.2,2,275.0
4,47,64.7,6,252.0
7,57,26.5,3,169.0
5,65,19.4,6,151.0
5,60,46.5,4,203.0
3,43,55.5,1,219.0
4,76,22.0,7,146.0
7,47,50.0,8,239.0
3,86,69.7,4,221.0
4,45,45.1,1,200.0
8,84,59.1,7,227.0
8,80,39.4,6,188.0
6,60,20.7,3,152.0
4,41,34.8,1,182.0
7,74,32.7,6,177.0
9,87,29.1,6,165.0
3,55,57.9,1,214.0
7,67,44.6,5,203.0
8,39,62.1,8,273.0
7,66,30.0,3,169.0
2,80,56.9,1,188.0
3,56,27.7,2,156.0
2,42,16.1,3,144.0
3,73,50.6,3,190.0
3,65,38.4,4,176.0
2,63,55.2,7,217.0
7,65,18.5,1,140.0
2,78,70.7,3,223.0
9,72,35.4,7,193.0
6,54,52.4,7,232.0
3,87,54.2,1,180.0
4,46,68.0,1,245.0
3,66,70.4,2,233.0
5,41,61.5,2,242.0
3,73,20.0,4,132.0
7,41,44.6,7,230.0
10,39,63.2,7,279.0
8,47,68.6,6,274.0
5,79,19.6,7,143.0
5,40,61.4,5,252.0
5,48,23.1,2,160.0
3,52,63.6,5,240.0
4,87,17.0,2,112.0
2,89,27.2,4,130.0
9,47,31.9,7,207.0
2,70,22.2,6,142.0
2,39,18.6,2,148.0
7,75,29.9,8,176.0
10,67,15.6,1,143.0
2,49,55.1,3,216.0
9,89,50.0,8,212.0
7,82,22.4,6,149.0
8,51,63.8,1,246.0
10,68,20.1,7,169.0
6,46,63.9,5,255.0
6,49,29.8,8,194.0
9,69,15.5,7,156.0
5,49,67.3,4,253.0
3,82,45.0,8,187.0
9,52,46.5,5,226.0
7,88,37.8,7,178.0
8,53,31.4,7,197.0
4,89,63.0,7,218.0
9,78,43.0,4,194.0
8,50,19.6,1,158.0
3,76,29.7,1,140.0
9,89,48.5,5,200.0
4,54,68.6,4,248.0
4,56,38.6,8,199.0
10,60,54.5,2,229.0
5,84,46.6,7,192.0
2,63,59.1,4,215.0
2,71,57.8,2,200.0
2,81,39.6,7,171.0
4,87,52.6,3,186.0
8,70,57.2,1,217.0
4,61,46.3,7,207.0
4,66,60.6,1,213.0
3,68,25.5,5,151.0
10,63,67.3,8,271.0
3,89,61.2,7,211.0
6,74,37.1,8,188.0
9,78,17.5,5,147.0
7,81,25.0,5,152.0
4,74,27.5,8,162.0
3,79,51.0,5,192.0
8,62,46.7,6,218.0
5,60,45.2,5,203.0
4,46,50.2,1,209.0
3,54,36.5,7,190.0
7,52,69.1,2,255.0
8,55,40.4,5,208.0
3,56,24.3,5,158.0
9,39,15.9,6,178.0
6,70,39.3,3,180.0
5,64,46.7,1,191.0
9,87,63.2,4,227.0
9,57,31.4,8,201.0
5,82,26.3,7,154.0
10,61,16.1,1,149.0
6,47,71.1,5,269.0
9,84,71.5,6,253.0
4,40,68.2,3,256.0
8,79,38.6,4,182.0
9,52,40.1,6,216.0
5,63,46.4,1,191.0
4,70,50.3,6,205.0
4,85,55.3,2,190.0
8,71,54.5,4,220.0
8,72,45.9,8,214.0
8,40,59.4,7,264.0
7,73,66.1,1,229.0
3,77,50.4,2,184.0
3,77,65.2,4,219.0
9,58,26.3,7,187.0
9,76,68.7,5,250.0
4,51,21.5,5,160.0
2,76,63.2,7,222.0
10,90,70.4,5,246.0
4,54,40.0,2,185.0
8,77,64.0,2,228.0
4,55,40.7,6,198.0
2,84,42.1,5,167.0
6,79,53.3,7,213.0
3,64,51.1,3,199.0
8,48,27.0,8,196.0
8,68,55.6,3,221.0
7,89,65.0,3,220.0
7,58,30.8,6,186.0
7,46,19.9,6,174.0
8,65,63.0,4,242.0
7,68,62.3,7,244.0
8,42,29.2,8,205.0
4,67,49.7,4,200.0
8,58,53.4,4,228.0
5,45,33.4,3,186.0
10,87,63.8,4,232.0
9,73,35.5,4,184.0
7,54,57.7,1,228.0
4,79,66.6,8,236.0
2,72,17.4,4,125.0
4,65,15.1,3,130.0
8,75,17.7,8,155.0
9,89,72.8,2,239.0
9,59,56.0,3,233.0
9,47,59.5,8,265.0
10,84,47.4,6,208.0
4,56,68.7,7,256.0
2,70,64.4,6,226.0
4,84,56.2,7,208.0
10,55,43.5,3,215.0
6,62,69.4,8,262.0
4,45,25.9,6,177.0
10,43,58.7,1,249.0
5,89,21.1,3,125.0
6,38,42.1,4,215.0
9,59,41.6,8,219.0
5,53,19.1,1,145.0
3,71,17.8,5,133.0
7,38,16.0,1,157.0
4,89,40.7,6,170.0
8,74,69.6,4,247.0
9,64,25.0,2,164.0
3,67,62.7,3,220.0
10,86,57.8,4,221.0
7,57,51.8,6,229.0
2,88,57.6,5,195.0
7,41,52.6,7,246.0
10,79,53.8,8,231.0
3,50,60.0,2,225.0
3,65,41.4,6,188.0
7,52,55.3,6,240.0
10,80,45.0,6,206.0
4,86,35.7,7,166.0
5,40,71.8,1,260.0
9,57,17.4,7,170.0
6,85,61.1,6,221.0
5,65,49.2,5,207.0
3,45,53.3,3,219.0
6,70,37.5,6,186.0
10,66,55.9,7,243.0
5,78,66.5,2,222.0
7,64,63.0,6,245.0
7,50,72.6,8,282.0
8,78,28.3,6,168.0
10,42,32.1,8,218.0
6,64,31.6,8,185.0
6,44,43.1,3,209.0
3,79,47.2,1,173.0
4,46,68.4,8,267.0
6,86,47.6,2,181.0
6,79,21.3,3,137.0
6,39,35.4,2,195.0
7,58,63.4,7,254.0
7,46,22.8,2,167.0
7,75,64.2,6,239.0
10,65,27.3,3,174.0
4,80,70.9,8,244.0
3,54,51.4,3,208.0
6,38,27.3,8,198.0
9,71,60.7,3,233.0
10,49,42.4,8,233.0
9,88,63.0,8,238.0
3,55,15.4,5,141.0
8,62,22.4,2,157.0
6,40,20.2,8,182.0
6,89,34.2,3,155.0
2,58,15.9,4,133.0
3,46,19.0,8,165.0
8,81,26.7,4,156.0
2,61,39.3,5,180.0
5,72,46.4,2,187.0
5,50,70.2,2,252.0
10,73,37.3,5,194.0
2,53,37.4,7,189.0
8,52,42.7,3,209.0
10,82,21.9,6,159.0
2,61,36.1,5,174.0
7,75,71.7,2,241.0
5,84,54.5,3,196.0
2,41,50.3,7,225.0
3,69,62.0,8,232.0
9,66,56.8,4,232.0
6,49,34.3,4,191.0
5,78,23.5,8,154.0
8,89,15.8,7,137.0
9,82,26.5,5,161.0
4,50,71.7,2,252.0
2,54,45.8,1,187.0
3,82,55.0,8,207.0
2,75,55.2,8,210.0
7,80,34.1,8,181.0
5,62,63.9,3,233.0
10,51,71.0,1,267.0
9,45,46.1,6,234.0
6,59,48.9,5,215.0
3,42,47.7,1,204.0
2,74,22.4,8,145.0
7,38,46.5,7,237.0
10,39,73.0,3,287.0
6,73,31.5,3,162.0
4,84,27.6,3,139.0
10,39,26.0,7,205.0
3,56,45.1,2,190.0
6,43,31.8,6,197.0
3,82,22.1,3,126.0
8,50,49.0,3,223.0
2,44,26.7,1,157.0
7,86,63.1,6,227.0
3,79,23.7,7,144.0
6,81,47.2,7,199.0
10,74,35.6,3,183.0
10,47,61.0,3,256.0
9,43,49.1,5,238.0
9,46,56.1,4,247.0
7,90,55.4,8,215.0
6,89,42.2,5,177.0
2,58,18.5,3,135.0
7,77,23.1,4,149.0
5,78,38.7,8,185.0
7,67,23.4,7,167.0
5,82,49.5,5,194.0
6,89,69.8,4,229.0
4,75,46.2,6,193.0
5,66,26.2,7,166.0
9,69,47.9,3,209.0
8,85,67.1,8,246.0
9,88,34.8,4,170.0
4,50,51.8,8,230.0
8,58,60.2,7,251.0
6,41,67.0,3,259.0
2,43,54.8,6,229.0
10,63,38.1,7,209.0
10,74,25.8,1,158.0
3,50,52.9,2,211.0
3,79,47.0,4,181.0
3,54,61.3,5,233.0
8,68,46.0,7,214.0
7,42,72.1,5,278.0
7,69,35.2,4,180.0
7,79,61.2,5,226.0
5,41,30.8,5,190.0
2,80,24.9,6,139.0
6,44,67.2,5,264.0
2,58,58.0,3,214.0
2,53,68.8,6,249.0
3,69,71.6,2,233.0
6,79,58.1,1,205.0
2,76,64.0,3,211.0
6,42,40.6,8,221.0
8,73,61.0,1,222.0
2,79,33.4,5,154.0
10,85,69.4,6,251.0
4,89,59.7,7,211.0
9,68,50.9,1,209.0
8,55,25.8,8,188.0
7,70,36.2,7,190.0
5,38,24.0,1,167.0
8,53,51.2,8,240.0
6,68,64.7,6,242.0
10,69,70.1,2,253.0
5,56,44.5,6,208.0
4,56,72.8,3,252.0
7,75,60.6,5,228.0
9,74,20.3,1,143.0
2,54,72.6,4,250.0
4,54,42.3,5,199.0
5,72,20.0,3,137.0
3,76,39.8,6,176.0
6,59,44.1,4,202.0
9,65,16.8,7,162.0
10,53,64.1,5,263.0
9,45,70.1,5,279.0
9,51,46.8,6,230.0
3,42,70.4,7,267.0
6,53,31.2,4,181.0
10,79,29.5,8,182.0
8,82,18.3,2,132.0
10,59,69.2,6,272.0
5,90,21.8,3,126.0
2,81,28.7,2,134.0
4,90,40.8,6,170.0
9,63,65.1,6,257.0
4,62,21.3,1,138.0
8,38,53.8,3,242.0
3,49,54.3,4,221.0
10,52,70.1,5,276.0
2,72,46.1,3,179.0
3,74,47.2,8,198.0
4,78,52.3,2,190.0
7,83,17.2,8,144.0
3,90,26.5,3,129.0
9,40,31.3,4,202.0
4,44,16.3,5,155.0
4,87,48.2,1,172.0
2,57,67.9,2,232.0
8,53,68.9,4,263.0
2,82,64.1,1,201.0
5,69,57.8,1,209.0
5,89,52.4,5,194.0
6,39,49.1,3,225.0
4,83,49.2,3,183.0
6,55,45.7,6,215.0
4,53,20.9,8,166.0
7,46,68.9,2,260.0
3,62,32.5,4,166.0
4,68,28.9,2,152.0
5,79,17.6,5,133.0
4,70,34.7,4,168.0
3,71,32.2,8,171.0
7,90,70.0,7,241.0
2,53,35.6,3,174.0
8,84,20.2,5,144.0
9,85,51.4,1,196.0
10,67,26.4,7,183.0
10,53,23.9,6,186.0
9,47,45.5,8,237.0
3,81,69.0,2,218.0
8,46,30.3,3,189.0
2,55,29.1,4,162.0
6,65,72.6,8,266.0
2,65,69.2,1,225.0
3,65,69.2,6,243.0
5,42,34.6,2,188.0
5,59,60.5,3,228.0
6,51,42.2,1,196.0
8,62,44.0,1,197.0
3,84,47.5,1,169.0
2,55,67.1,8,250.0
10,45,16.5,6,178.0
4,68,26.4,5,156.0
9,62,28.7,7,188.0
6,76,65.9,2,226.0
3,39,19.3,4,159.0
5,50,58.7,1,226.0
3,89,24.1,1,118.0
6,79,52.1,6,208.0
8,61,19.4,5,161.0
6,67,25.3,8,170.0
8,78,42.9,1,182.0
8,79,39.8,3,181.0
5,50,67.9,3,251.0
6,48,38.4,1,191.0
6,65,50.8,4,211.0
5,41,33.0,5,194.0
7,80,44.1,7,197.0
5,61,63.1,5,238.0
10,86,35.5,3,173.0
9,72,49.7,7,222.0
7,55,65.5,4,251.0
4,77,67.0,1,217.0
10,56,29.6,2,183.0
4,49,66.7,7,258.0
5,45,43.1,8,220.0
6,81,50.8,5,201.0
10,45,28.8,2,190.0
10,66,33.7,3,186.0
5,87,28.6,3,142.0
7,86,34.4,5,167.0
4,76,26.3,3,143.0
7,69,66.1,5,244.0
4,73,61.8,8,231.0
10,63,21.9,3,165.0
6,55,43.2,6,210.0
9,53,46.5,2,216.0
2,76,66.1,5,222.0
2,59,30.1,8,173.0
2,73,23.6,5,139.0
9,45,36.9,1,200.0
6,40,70.8,2,265.0
2,81,48.5,2,173.0
2,67,50.0,3,191.0
8,73,30.0,6,175.0
4,46,32.0,7,191.0
4,63,44.7,4,193.0
6,65,42.5,1,185.0
9,86,27.0,6,162.0
5,84,30.2,2,144.0
4,55,29.1,3,166.0
5,88,23.5,2,128.0
7,73,36.3,4,178.0
7,82,51.2,4,201.0
7,45,37.2,8,215.0
10,63,62.7,6,256.0
2,89,17.0,4,110.0
7,59,55.4,6,234.0
3,53,61.4,2,225.0
9,75,23.3,4,158.0
5,64,17.5,8,154.0
3,51,22.1,3,152.0
6,74,36.2,3,171.0
3,41,36.6,7,201.0
4,47,44.2,7,214.0
4,45,56.4,7,240.0
9,49,37.2,8,219.0
8,49,42.5,5,217.0
2,64,25.4,3,144.0
5,46,42.7,7,216.0
10,88,43.6,6,197.0
6,84,17.1,4,128.0
3,65,51.2,7,210.0
6,40,30.4,4,190.0
8,89,42.5,1,172.0
3,51,45.8,2,196.0
5,45,41.2,6,210.0
2,72,20.8,5,135.0
2,70,71.8,1,226.0
4,55,22.8,2,150.0
9,81,27.1,2,154.0
9,80,24.3,2,149.0
8,54,51.1,3,224.0
3,45,46.0,5,210.0
5,54,22.4,4,159.0
7,72,22.5,5,155.0
10,66,23.4,4,169.0
2,71,25.5,4,142.0
6,82,70.7,3,233.0
2,42,59.1,3,229.0
4,48,33.9,6,190.0
6,82,34.1,2,157.0
6,43,43.5,2,208.0
10,84,31.3,8,182.0
9,79,20.1,8,160.0
9,40,45.1,2,224.0
10,50,24.7,3,181.0
8,55,70.2,6,270.0
3,75,23.0,5,140.0
9,60,36.6,5,199.0
6,67,65.2,4,238.0
8,55,56.7,5,240.0
6,63,35.2,7,190.0
5,57,38.5,7,198.0
5,45,61.5,4,245.0
10,58,16.4,5,164.0
10,73,36.8,6,196.0
8,71,15.9,7,152.0
4,67,45.3,6,197.0
8,64,46.5,6,216.0
9,57,44.5,4,215.0
6,56,43.1,6,209.0
8,87,38.5,4,175.0
4,81,71.8,5,236.0
2,51,41.6,7,199.0
6,79,28.8,2,149.0
6,81,41.8,6,186.0
7,70,36.8,7,191.0
3,42,40.4,1,189.0
6,78,48.9,2,190.0
6,64,32.2,1,165.0
7,90,69.7,4,231.0
7,70,21.0,3,147.0
6,85,59.2,4,211.0
2,72,61.4,2,206.0
9,75,63.2,2,231.0
3,75,22.5,2,130.0
2,54,31.4,7,176.0
3,46,60.5,3,232.0
6,80,44.5,3,183.0
5,46,68.6,8,270.0
6,44,64.1,6,260.0
6,70,54.0,4,213.0
7,50,62.6,4,250.0
4,60,25.1,6,163.0
8,77,27.0,1,151.0
5,69,69.1,3,237.0
10,87,46.4,5,200.0
3,38,65.4,5,255.0
7,51,45.3,4,214.0
7,67,25.3,1,152.0
4,39,40.6,1,196.0
9,55,24.3,2,170.0
9,51,58.7,3,245.0
6,68,27.4,5,164.0
2,40,24.2,8,177.0
2,86,47.1,4,173.0
5,59,61.2,4,233.0
5,72,56.7,2,207.0
3,77,60.6,5,213.0
6,57,49.5,5,218.0
10,79,64.0,5,242.0
6,81,21.8,5,143.0
7,77,36.4,3,172.0
2,84,71.5,3,220.0
6,84,55.2,6,210.0
9,70,71.5,3,255.0
9,63,56.4,5,237.0
5,73,27.1,8,166.0
5,54,72.7,1,251.0
7,72,43.4,6,200.0
6,69,40.9,4,188.0
3,40,44.3,8,220.0
10,38,52.5,6,256.0
9,74,56.4,3,221.0
7,38,51.0,2,230.0
5,47,24.3,1,160.0
5,67,52.4,5,212.0
2,76,50.7,5,191.0
6,88,29.0,6,154.0
9,49,57.1,4,246.0
9,86,19.5,3,138.0
10,49,23.0,8,194.0
9,68,30.2,4,177.0
10,43,16.1,6,179.0
9,61,18.5,5,163.0
3,81,50.1,3,183.0
2,83,28.6,1,129.0
10,52,55.8,4,245.0
10,86,21.5,8,161.0
10,81,47.2,8,216.0
2,39,17.4,3,149.0
3,76,50.9,1,183.0
5,82,72.8,2,231.0
9,48,18.7,4,170.0
8,57,31.2,8,197.0
8,71,63.8,3,235.0
2,65,71.3,4,238.0
7,49,29.7,5,188.0
7,40,29.0,8,203.0
9,62,20.0,5,165.0
6,41,40.2,3,206.0
6,68,17.9,1,133.0
7,79,27.0,6,161.0
4,44,70.7,5,264.0
8,51,23.2,1,165.0
2,51,37.3,4,182.0
2,48,27.1,6,170.0
2,77,23.0,1,123.0
4,70,62.2,8,235.0
4,65,64.6,7,240.0
6,81,50.7,6,203.0
10,68,24.5,7,178.0
6,86,22.4,1,128.0
8,51,45.4,6,224.0
2,64,38.7,6,180.0
5,88,41.3,5,172.0
4,47,67.9,3,250.0
7,72,15.2,8,149.0
6,40,64.0,6,263.0
9,68,61.7,6,246.0
10,45,20.5,5,183.0
4,73,49.5,8,207.0
3,87,69.1,4,219.0
5,54,27.3,4,169.0
10,66,56.1,4,234.0
4,58,48.2,2,198.0
2,85,31.0,8,153.0
4,83,27.5,8,155.0
4,73,36.7,4,169.0
6,87,65.7,7,231.0
2,49,28.8,4,166.0
10,83,65.2,5,241.0
10,49,39.8,3,212.0
8,55,50.9,7,235.0
4,59,36.8,4,181.0
4,70,61.6,5,224.0
5,43,54.5,6,239.0
4,51,63.9,4,241.0
4,55,30.9,2,166.0
9,40,52.8,8,257.0
10,55,19.0,4,169.0
6,46,60.6,6,252.0
7,59,55.6,4,228.0
10,82,48.1,2,199.0
2,72,44.7,5,182.0
3,60,48.3,2,193.0
8,65,49.0,6,220.0
7,60,55.6,3,225.0
3,83,44.5,4,173.0
6,59,39.1,4,192.0
4,71,42.7,1,174.0
10,67,72.8,3,263.0
7,65,17.7,6,154.0
8,49,18.0,2,159.0
7,87,69.0,4,232.0
3,89,44.6,1,159.0
9,84,58.8,3,218.0
2,44,32.3,6,183.0
3,69,64.6,2,219.0
7,82,21.8,7,151.0
5,81,16.8,6,132.0
7,50,54.8,5,237.0
7,75,70.2,7,254.0
2,66,44.7,2,178.0
8,39,40.1,8,229.0
4,49,27.6,3,168.0
6,57,29.4,2,168.0
3,74,31.3,2,148.0
3,51,25.5,8,174.0
2,60,29.5,1,150.0
5,44,37.0,3,194.0
9,47,25.0,1,175.0
7,60,49.5,1,206.0
3,46,48.7,4,212.0
2,88,24.5,5,129.0
6,55,67.0,7,260.0
9,62,62.2,5,249.0
9,41,43.1,6,231.0
6,70,41.9,3,186.0
3,59,49.0,2,196.0
3,70,15.4,4,126.0
6,60,17.5,3,145.0
2,57,28.4,8,171.0
2,90,70.5,8,228.0
7,42,25.8,5,186.0
7,75,19.7,4,144.0
5,83,57.7,6,212.0
6,66,41.2,6,197.0
7,39,66.7,7,276.0
9,63,56.6,4,234.0
2,71,61.6,5,217.0
9,48,69.9,8,285.0
10,69,24.5,7,177.0
10,67,30.8,2,176.0
9,83,68.7,1,233.0
9,78,15.5,8,152.0
9,60,31.5,7,195.0
5,66,62.5,6,236.0
5,46,63.2,7,257.0
10,47,35.4,2,202.0
7,65,28.9,8,182.0
4,58,53.9,7,225.0
10,54,70.5,8,285.0
3,40,54.5,5,231.0
10,72,32.1,5,184.0
8,61,35.9,5,194.0
8,54,40.9,4,207.0
3,63,25.4,7,161.0
8,72,15.2,4,141.0
10,49,39.3,5,217.0
10,75,54.9,5,227.0
6,80,52.8,4,202.0
2,40,38.2,5,195.0
5,63,34.7,5,180.0
4,43,29.3,3,176.0
4,57,24.0,5,160.0
7,64,49.8,6,219.0
7,75,41.3,4,187.0
2,66,62.5,6,226.0
5,39,72.6,1,263.0
2,41,16.8,2,143.0
5,78,17.3,6,136.0
7,71,62.0,2,225.0
7,58,42.4,2,197.0
9,72,51.9,1,208.0
5,86,56.9,2,196.0
7,76,19.0,4,141.0
3,42,15.1,5,151.0
7,49,57.1,3,237.0
7,81,28.2,3,153.0
6,39,47.3,3,222.0
8,81,61.8,1,217.0
2,43,18.8,7,160.0
5,59,19.3,6,155.0
10,59,71.4,3,267.0
7,55,33.6,5,191.0
8,88,25.0,6,153.0
3,83,52.7,3,187.0
10,78,62.3,2,230.0
8,81,61.1,4,225.0
10,89,28.5,1,151.0
2,50,58.9,1,216.0
5,62,30.9,3,167.0
6,66,32.0,3,169.0
7,81,41.5,7,191.0
4,81,54.8,1,190.0
6,47,67.3,5,261.0
9,75,25.2,7,171.0
4,71,59.1,8,228.0
10,78,46.9,3,203.0
10,43,25.1,8,203.0
4,75,29.3,3,150.0
3,66,43.3,2,179.0
8,52,67.6,2,255.0
9,38,62.9,3,264.0
10,62,50.7,3,223.0
6,53,15.0,6,155.0
10,57,25.4,8,192.0
9,44,44.9,4,226.0
5,79,68.4,3,228.0
6,54,58.7,6,241.0
5,79,61.9,6,224.0
10,72,57.0,6,237.0
5,77,37.4,3,168.0
8,72,41.8,1,185.0
4,71,43.4,4,184.0
5,64,26.7,6,166.0
7,63,63.2,5,243.0
8,40,44.4,2,219.0
8,81,59.9,3,219.0
5,61,43.3,5,199.0
6,46,67.1,4,259.0
9,89,63.4,6,232.0
8,83,31.3,6,170.0
10,60,46.3,4,219.0
5,63,38.0,4,183.0
3,62,38.8,8,191.0
5,88,61.9,4,211.0
8,86,29.3,3,154.0
6,71,56.1,8,228.0
2,58,47.9,8,209.0
4,63,62.1,1,219.0
7,55,63.1,7,256.0
8,64,71.4,1,250.0
7,53,21.6,4,165.0
4,53,27.0,5,169.0
2,67,58.5,7,220.0
5,87,67.7,4,223.0
3,77,21.6,1,123.0
2,81,48.8,5,183.0
3,48,38.0,6,195.0
9,43,61.3,7,269.0
8,83,59.3,1,210.0
5,38,33.7,1,186.0
2,43,15.9,4,145.0
8,86,56.4,8,223.0
9,77,38.7,8,199.0
8,66,71.1,4,257.0
5,56,25.5,8,176.0
7,66,25.8,3,160.0
5,47,29.9,7,189.0
7,78,40.5,6,189.0
4,53,28.5,4,169.0
2,66,38.9,1,163.0
4,38,19.8,3,161.0
10,57,43.7,4,216.0
3,42,51.8,3,218.0
10,38,51.5,5,251.0
2,52,30.0,7,175.0
9,85,23.6,3,147.0
4,43,72.5,3,262.0
9,60,60.4,7,253.0
8,77,66.0,3,235.0
10,72,60.2,1,228.0
9,55,57.9,5,246.0
4,55,64.1,6,245.0
7,70,23.7,6,162.0
6,60,36.5,6,192.0
8,40,62.7,5,265.0
8,70,52.3,6,222.0
4,74,42.8,4,181.0
9,53,45.7,8,232.0
6,48,39.0,5,204.0
7,74,33.9,4,173.0
6,85,22.5,2,132.0
6,89,37.9,4,165.0
10,88,24.5,7,162.0
5,69,18.7,5,143.0
3,80,44.2,4,175.0
5,72,38.6,3,174.0
8,42,62.1,4,259.0
8,38,25.1,2,182.0
5,55,19.5,1,144.0
4,84,25.6,1,129.0
4,87,56.9,5,201.0
3,59,50.8,2,199.0
4,52,66.4,2,240.0
3,46,33.8,1,173.0
8,80,18.5,4,141.0
10,66,44.7,2,205.0
8,83,15.2,8,144.0
3,47,23.6,3,158.0
5,68,46.3,1,187.0
8,87,53.6,2,199.0
3,41,69.4,2,251.0
9,64,23.6,6,173.0
7,61,42.3,4,200.0
10,52,16.6,6,172.0
8,73,28.4,6,172.0
9,58,69.3,7,272.0
6,43,62.5,6,258.0
10,45,46.6,4,232.0
4,48,46.3,6,215.0
10,48,55.8,7,257.0
7,89,61.7,3,213.0
9,66,66.7,7,261.0
4,71,64.9,5,230.0
4,51,57.1,4,228.0
9,47,50.2,7,243.0
10,88,23.1,2,144.0
2,60,23.3,3,143.0
2,49,50.0,6,215.0
6,39,39.8,8,222.0
10,76,37.1,6,194.0
9,87,48.6,2,192.0
2,89,67.8,6,218.0
3,55,56.0,8,231.0
6,52,40.5,8,213.0
2,80,48.4,1,171.0
4,89,31.8,4,146.0
2,39,17.5,6,158.0
7,83,43.2,6,190.0
2,80,16.0,2,109.0
9,80,70.4,2,241.0
10,65,60.1,7,252.0
4,46,32.3,2,176.0
8,82,31.4,3,162.0
9,77,46.5,4,202.0
2,75,34.7,4,157.0
10,60,23.8,1,165.0
6,52,60.7,3,238.0
9,59,54.4,3,230.0
9,77,22.8,5,158.0
7,78,39.0,7,189.0
6,44,68.8,4,264.0
3,84,63.4,6,216.0
6,77,35.5,6,176.0
3,54,38.7,4,185.0
3,63,31.4,5,166.0
3,70,21.2,3,134.0
4,68,44.0,5,191.0
4,66,57.9,8,229.0
10,43,44.1,3,226.0
7,81,19.8,3,136.0
8,52,29.1,7,194.0
9,64,67.1,4,254.0
10,60,25.0,4,177.0
3,83,43.0,4,170.0
3,42,61.8,6,247.0
3,41,34.1,7,196.0
7,55,31.1,5,186.0
7,41,65.6,8,275.0
6,62,39.1,8,202.0
3,68,56.9,2,204.0
6,89,72.2,3,231.0
9,57,24.1,5,177.0
5,64,55.5,2,211.0
7,43,56.3,4,243.0
9,59,46.7,5,220.0
4,58,19.0,7,155.0
9,58,60.0,6,251.0
6,45,62.6,3,247.0
5,66,33.3,1,162.0
8,44,37.2,6,213.0
5,72,59.3,6,225.0
2,78,68.3,8,234.0
